film_id,title,studio,corpus_role,corpus_assignment,competitive_side,corporate_group_at_release,release_date,release_year,production_status,production_partners,release_type,release_context,animation_form,franchise_status,franchise_name,source_material_status,tmdb_id,financial_source_url,production_budget_usd_nominal,production_budget_low_usd_nominal,production_budget_high_usd_nominal,budget_value_type,budget_note,domestic_box_office_usd_nominal,international_box_office_usd_nominal,worldwide_box_office_usd_nominal,box_office_note,tmdb_user_rating,tmdb_vote_count,financial_retrieval_date,tmdb_retrieval_date,is_franchise_extension,domestic_box_office_usd_jul2026,worldwide_gross_to_budget_ratio
WDAS_2021_RAYA_AND_THE_LAST_DRAGON,Raya and the Last Dragon,Walt Disney Animation Studios,core,CORE_WDAS,Disney,The Walt Disney Company,2021-03-05,2021,sole_production,,day_and_date_theatrical_streaming,covid_disrupted,animated,first_entry,,original_screen_ip,,https://www.the-numbers.com/movie/Raya-and-the-Last-Dragon-%282021%29,,,,missing,The Numbers does not publish a production-budget value. The film is a COVID-disrupted day-and-date theatrical/streaming release.,54723032.0,61480896.0,116203928,Commercial figures require caution because release_context=covid_disrupted. Release model is day_and_date_theatrical_streaming; theatrical grosses are not directly comparable with standard theatrical releases.,,,2026-08-18,,False,68986757.62,
WDAS_2021_ENCANTO,Encanto,Walt Disney Animation Studios,core,CORE_WDAS,Disney,The Walt Disney Company,2021-11-24,2021,sole_production,,theatrical,standard,animated,first_entry,,original_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Animation-Studios,150000000.0,,,point_value,,96093622.0,,230815162,,,,2026-08-18,,False,115443860.26,1.538768
WDAS_2022_STRANGE_WORLD,Strange World,Walt Disney Animation Studios,core,CORE_WDAS,Disney,The Walt Disney Company,2022-11-23,2022,sole_production,,theatrical,standard,animated,first_entry,,original_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Animation-Studios,180000000.0,,,point_value,,39089002.0,,74741679,,,,2026-08-18,,False,43842926.09,0.415232
WDAS_2023_WISH,Wish,Walt Disney Animation Studios,core,CORE_WDAS,Disney,The Walt Disney Company,2023-11-22,2023,sole_production,,theatrical,standard,animated,first_entry,,original_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Animation-Studios,200000000.0,,,point_value,,63973821.0,,237954897,,,,2026-08-18,,False,69571538.15,1.189774
WDAS_2024_MOANA_2,Moana 2,Walt Disney Animation Studios,core,CORE_WDAS,Disney,The Walt Disney Company,2024-11-27,2024,sole_production,,theatrical,standard,animated,sequel,Moana,existing_screen_ip,,https://www.the-numbers.com/movie/Moana-2-%282024%29,150000000.0,,,point_value,,460405297.0,598836867.0,1059242164,,,,2026-08-18,,True,487293271.05,7.061614
WDAS_2025_ZOOTOPIA_2,Zootopia 2,Walt Disney Animation Studios,core,CORE_WDAS,Disney,The Walt Disney Company,2025-11-26,2025,sole_production,,theatrical,standard,animated,sequel,Zootopia,existing_screen_ip,,https://www.the-numbers.com/movie/Zootopia-2-%282025%29,150000000.0,,,point_value,,428130160.0,1442179131.0,1870309291,,,,2026-08-18,,True,441069618.13,12.468729
DISNEYREMAKE_2010_ALICE_IN_WONDERLAND,Alice in Wonderland,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2010-03-05,2010,co_production,Roth Films; Team Todd,theatrical,standard,live_action,remake_reimagining,Alice in Wonderland,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,200000000.0,,,point_value,,334191110.0,,1025491110,,,,2026-08-18,,True,512759795.57,5.127456
DISNEYREMAKE_2014_MALEFICENT,Maleficent,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2014-05-30,2014,co_production,Roth Films,theatrical,standard,live_action,remake_reimagining,Maleficent,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,180000000.0,,,point_value,,241407328.0,,758536735,,,,2026-08-18,,True,338840908.58,4.214093
DISNEYREMAKE_2015_CINDERELLA,Cinderella,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2015-03-13,2015,co_production,Kinberg Genre; Allison Shearmur Productions; Beagle Pug Films,theatrical,standard,live_action,remake_reimagining,Cinderella,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,95000000.0,,,point_value,,201151353.0,,542351353,,,,2026-08-18,,True,284466974.24,5.708962
DISNEYREMAKE_2016_THE_JUNGLE_BOOK,The Jungle Book,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2016-04-15,2016,co_production,Fairview Entertainment,theatrical,standard,live_action,remake_reimagining,The Jungle Book,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,175000000.0,,,point_value,,364001123.0,,950697998,,,,2026-08-18,,True,508008104.08,5.43256
DISNEYREMAKE_2017_BEAUTY_AND_THE_BEAST,Beauty and the Beast,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2017-03-17,2017,co_production,Mandeville Films,theatrical,standard,live_action,remake_reimagining,Beauty and the Beast,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,160000000.0,,,point_value,,504014165.0,,1259761686,,,,2026-08-18,,True,690314649.85,7.873511
DISNEYREMAKE_2019_DUMBO,Dumbo,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2019-03-29,2019,co_production,Tim Burton Productions; Infinite Detective,theatrical,standard,live_action,remake_reimagining,Dumbo,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,170000000.0,,,point_value,,114766307.0,,353166307,,,,2026-08-18,,True,150756232.05,2.077449
DISNEYREMAKE_2019_ALADDIN,Aladdin,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2019-05-24,2019,co_production,Rideback,theatrical,standard,live_action,remake_reimagining,Aladdin,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,182000000.0,,,point_value,,355559216.0,,1042126107,,,,2026-08-18,,True,463613163.58,5.725968
DISNEYREMAKE_2019_THE_LION_KING,The Lion King,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2019-07-19,2019,co_production,Fairview Entertainment,theatrical,standard,photorealistic,remake_reimagining,The Lion King,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,260000000.0,,,point_value,,543638043.0,,1661454403,,,,2026-08-18,,True,707525511.62,6.390209
DISNEYREMAKE_2020_MULAN,Mulan,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2020-09-04,2020,co_production,Jason T. Reed Productions; Good Fear Content,day_and_date_theatrical_streaming,covid_disrupted,live_action,remake_reimagining,Mulan,existing_screen_ip,,https://www.the-numbers.com/movie/Mulan-%282020%29,200000000.0,,,point_value,,,69973540.0,69973540,The Numbers reports no domestic theatrical box office; the U.S. theatrical release was canceled and the film used a COVID-era Disney+ / international theatrical distribution model. Commercial figures require caution because release_context=covid_disrupted. Release model is day_and_date_theatrical_streaming; theatrical grosses are not directly comparable with standard theatrical releases.,,,2026-08-18,,True,,0.349868
DISNEYREMAKE_2021_CRUELLA,Cruella,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2021-05-28,2021,co_production,Gunn Films; Marc Platt Productions,day_and_date_theatrical_streaming,other_exception,live_action,prequel,101 Dalmatians,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,100000000.0,,,point_value,,86103234.0,,225810063,Commercial figures require caution because release_context=other_exception. Release model is day_and_date_theatrical_streaming; theatrical grosses are not directly comparable with standard theatrical releases.,,,2026-08-18,,True,106805177.25,2.258101
DISNEYREMAKE_2023_THE_LITTLE_MERMAID,The Little Mermaid,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2023-05-26,2023,co_production,Lucamar Productions; Marc Platt Productions,theatrical,standard,live_action,remake_reimagining,The Little Mermaid,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,250000000.0,,,point_value,,298172056.0,,569626289,,,,2026-08-18,,True,327379734.77,2.278505
DISNEYREMAKE_2025_SNOW_WHITE,Snow White,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2025-03-21,2025,co_production,Marc Platt Productions,theatrical,standard,live_action,remake_reimagining,Snow White,existing_screen_ip,,https://www.the-numbers.com/movies/production-company/Walt-Disney-Pictures,269400000.0,,,point_value,,87203963.0,,205679463,,,,2026-08-18,,True,91053983.65,0.763472
DISNEYREMAKE_2025_LILO_STITCH,Lilo & Stitch,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2025-05-23,2025,co_production,Rideback,theatrical,standard,live_action,remake_reimagining,Lilo & Stitch,existing_screen_ip,,https://www.the-numbers.com/movie/Lilo-and-Stitch-%282025%29,100000000.0,,,point_value,,423778855.0,614248671.0,1038027526,,,,2026-08-18,,True,440195317.39,10.380275
DISNEYREMAKE_2026_MOANA,Moana,Walt Disney Pictures,remake_context,DISNEY_REMAKE,Disney,The Walt Disney Company,2026-07-10,2026,co_production,Seven Bucks Productions; FlynnPictureCo.,theatrical,standard,live_action,remake_reimagining,Moana,existing_screen_ip,,https://www.the-numbers.com/movie/Moana-%282026%29,250000000.0,,,point_value,,109483124.0,126907318.0,236390442,2026 is a partial project year; cumulative box-office totals are retrieval snapshots and may still change for recent releases.,,,2026-08-18,,True,109483124.0,0.945562
